model_key,score_name,metric,mean,ci95_low,ci95_high,n_bootstrap
tangram,local_uncertainty_risk_score,spearman_error,0.06142456338166643,-0.00018168358993860846,0.11105204612025481,500
tangram,local_uncertainty_risk_score,auroc_top20_error,0.5186007120590335,0.4753708714424219,0.5554546188564067,500
tangram,local_uncertainty_risk_score,keep80_mean_error,0.6080055814411595,0.5968023901469034,0.6194804829173801,500
tangram,local_uncertainty_risk_score,aurc,0.605263744336997,0.5919884230772088,0.6187121562488861,500
tangram,native_uncertainty_risk,spearman_error,-0.03388960027852829,-0.08512790725723264,0.015036678124547107,500
tangram,native_uncertainty_risk,auroc_top20_error,0.4842286628691303,0.4461638990406383,0.5219599605720491,500
tangram,native_uncertainty_risk,keep80_mean_error,0.6142827952421057,0.602599666921929,0.62583405624042,500
tangram,native_uncertainty_risk,aurc,0.6257194615576253,0.6123067922093282,0.6395631453970022,500
tangram,phi_local,spearman_error,-0.2494161635352107,-0.30564907465802776,-0.19386884168890506,500
tangram,phi_local,auroc_top20_error,0.3670632402105134,0.32778447202589855,0.404583282051282,500
tangram,phi_local,keep80_mean_error,0.6289085768213936,0.6177994107881263,0.6397311895247006,500
tangram,phi_local,aurc,0.6584896776801641,0.6462985603225995,0.6710943415835728,500
tangram,phi_local_shuffled_coordinates,spearman_error,-0.39010491444646844,-0.43630839153712697,-0.341319766870033,500
tangram,phi_local_shuffled_coordinates,auroc_top20_error,0.31362557700740545,0.27830229224786573,0.35145693783671855,500
tangram,phi_local_shuffled_coordinates,keep80_mean_error,0.6367255303734671,0.6263458374947477,0.6482622510441916,500
tangram,phi_local_shuffled_coordinates,aurc,0.6821529675577922,0.6704917278535679,0.6936408847787381,500
tangram,phi_reference,spearman_error,0.1980271909706819,0.1476385844070769,0.2523967494452303,500
tangram,phi_reference,auroc_top20_error,0.5974840148392522,0.5627085357585324,0.6346027649990604,500
tangram,phi_reference,keep80_mean_error,0.6044287941933467,0.5928413380249725,0.6161743541956582,500
tangram,phi_reference,aurc,0.5766992071867462,0.5605788009327691,0.59048441666411,500
tangram,phi_uncertainty,spearman_error,0.331660512682612,0.2837427905871155,0.38093062602767347,500
tangram,phi_uncertainty,auroc_top20_error,0.6575035815947244,0.6202301341721222,0.6944970058162393,500
tangram,phi_uncertainty,keep80_mean_error,0.5936303572477482,0.5817530442150167,0.6052101269664683,500
tangram,phi_uncertainty,aurc,0.5669813898359659,0.5540447947835613,0.5804601941412677,500
tangram,reference_only,spearman_error,0.1980271909706819,0.1476385844070769,0.2523967494452303,500
tangram,reference_only,auroc_top20_error,0.5974840148392522,0.5627085357585324,0.6346027649990604,500
tangram,reference_only,keep80_mean_error,0.6044287941933467,0.5928413380249725,0.6161743541956582,500
tangram,reference_only,aurc,0.5766992071867462,0.5605788009327691,0.59048441666411,500
tangram,reference_risk_score,spearman_error,0.3369507313722755,0.2886836774792856,0.3848639949735027,500
tangram,reference_risk_score,auroc_top20_error,0.6633796983848959,0.6255198379519032,0.6988610861429588,500
tangram,reference_risk_score,keep80_mean_error,0.5974540338689499,0.5860610671353698,0.6094794528888642,500
tangram,reference_risk_score,aurc,0.5585928609733376,0.544042660894649,0.5727500909175104,500
tangram,risk_score,spearman_error,0.1736452577921964,0.11986286388871156,0.22465531043414222,500
tangram,risk_score,auroc_top20_error,0.5744929470280989,0.5350564101679851,0.6124791841578469,500
tangram,risk_score,keep80_mean_error,0.6058380246851164,0.5946300573590606,0.6175146191085741,500
tangram,risk_score,aurc,0.5867080262003683,0.5729501931261449,0.6000456779073549,500
tangram,risk_score_shuffled_local,spearman_error,0.07295260549010155,0.017645603388801914,0.12643225696885046,500
tangram,risk_score_shuffled_local,auroc_top20_error,0.5295274923313693,0.4870998492637154,0.5696499047258997,500
tangram,risk_score_shuffled_local,keep80_mean_error,0.610085593357377,0.5981551881268249,0.6220711939083913,500
tangram,risk_score_shuffled_local,aurc,0.605570538423708,0.5905855274656832,0.6201683036500825,500
tangram,snrna_marker_discordance,spearman_error,0.3779791541236187,0.3265252123565631,0.4309186094952164,500
tangram,snrna_marker_discordance,auroc_top20_error,0.6807076215611544,0.6477934129699175,0.7163960982624359,500
tangram,snrna_marker_discordance,keep80_mean_error,0.5914277718446442,0.580415394457764,0.6027003078724734,500
tangram,snrna_marker_discordance,aurc,0.5451820413741516,0.5326728704808056,0.5575497613175652,500
tangram,snrna_signature_residual,spearman_error,0.2602307724345113,0.2118760863311187,0.3126078003069114,500
tangram,snrna_signature_residual,auroc_top20_error,0.6400662999479148,0.601358048798464,0.6800362062870738,500
tangram,snrna_signature_residual,keep80_mean_error,0.5965356186169197,0.5857274853799752,0.6068682584126248,500
tangram,snrna_signature_residual,aurc,0.580658844466569,0.5674627761635709,0.594413400346513,500
